Device_ID,Location,Temperature,Date
AM2,Amsterdam,98,2021/5/22/11:00:13
AM2,Amsterdam,95,2021/5/22/12:00:14
AM2,Amsterdam,96,2021/5/22/13:00:15
AM2,Amsterdam,95,2021/5/22/15:00:16
AM2,Amsterdam,97,2021/5/22/12:00:17
AM2,Amsterdam,98,2021/5/23/13:00:18
AM2,Amsterdam,100,2021/5/23/15:00:19
AM2,Amsterdam,102,2021/5/23/14:00:20
AM2,Amsterdam,105,2021/5/23/13:00:21
AM2,Amsterdam,106,2021/5/24/11:00:22
AM2,Amsterdam,106,2021/5/24/12:00:23
AM2,Amsterdam,108,2021/5/24/13:00:24
AM2,Amsterdam,110,2021/5/24/09:00:25
AM2,Amsterdam,112,2021/5/24/10:00:26
AM2,Amsterdam,94,2021/5/25/11:00:04
AM2,Amsterdam,96,2021/5/25/12:00:05
AM2,Amsterdam,98,2021/5/25/13:00:06
AM2,Amsterdam,99,2021/5/25/14:00:07
AM2,Amsterdam,100,2021/5/26/12:00:08
AM2,Amsterdam,102,2021/5/26/13:00:09
AM2,Amsterdam,105,2021/5/26/11:00:10
AM2,Amsterdam,102,2021/5/26/14:00:11
AM2,Amsterdam,101,2021/5/26/15:00:12
AM2,Amsterdam,80,2021/5/27/11:00:00
AM2,Amsterdam,82,2021/5/27/12:00:00
AM2,Amsterdam,85,2021/5/27/13:00:00
AM2,Amsterdam,89,2021/5/28/11:00:00
AM2,Amsterdam,91,2021/5/28/12:00:00
AM2,Amsterdam,93,2021/5/28/13:00:00
AM2,Amsterdam,92,2021/5/29/11:00:01
AM2,Amsterdam,92,2021/5/29/12:00:02
AM2,Amsterdam,93,2021/5/29/13:00:03
AM2,Amsterdam,94,2021/5/30/11:00:04
AM2,Amsterdam,96,2021/5/30/12:00:05
AM2,Amsterdam,98,2021/5/30/13:00:06
AM2,Amsterdam,99,2021/5/31/11:00:07
AM2,Amsterdam,100,2021/5/31/12:00:08
AM2,Amsterdam,102,2021/5/31/13:00:09
AM2,Amsterdam,105,2021/6/01/11:00:10
AM2,Amsterdam,102,2021/6/01/12:00:11
AM2,Amsterdam,101,2021/6/01/13:00:12
AM2,Amsterdam,98,2021/6/02/11:00:13
AM2,Amsterdam,95,2021/6/02/12:00:14
AM2,Amsterdam,96,2021/6/02/13:00:15
AM2,Amsterdam,95,2021/6/03/11:00:16
AM2,Amsterdam,97,2021/6/03/12:00:17
AM2,Amsterdam,98,2021/6/03/13:00:18
AM2,Amsterdam,100,2021/6/04/11:00:19
AM2,Amsterdam,102,2021/6/04/12:00:20
AM2,Amsterdam,105,2021/6/05/14:00:21
AM2,Amsterdam,106,2021/6/05/11:00:22
AM2,Amsterdam,106,2021/6/05/12:00:23
AM2,Amsterdam,108,2021/6/05/13:00:24
AM2,Amsterdam,110,2021/6/06/11:00:25
AM2,Amsterdam,112,2021/6/06/12:00:26
AM2,Amsterdam,115,2021/6/06/13:00:27
AM2,Amsterdam,120,2021/6/07/11:00:28
AM2,Amsterdam,121,2021/6/07/12:00:29
AM2,Amsterdam,121,2021/6/07/13:00:30
AM2,Amsterdam,125,2021/6/08/11:00:31
AM2,Amsterdam,126,2021/6/08/12:00:32
AM2,Amsterdam,127,2021/6/08/13:00:33
AM2,Amsterdam,130,2021/6/09/11:00:34
AM2,Amsterdam,131,2021/6/09/12:00:35
AM2,Amsterdam,132,2021/6/09/13:00:36
AM2,Amsterdam,134,2021/6/10/11:00:37
AM2,Amsterdam,133,2021/6/10/12:00:38
AM2,Amsterdam,130,2021/6/10/13:00:39
AM2,Amsterdam,127,2021/6/11/11:00:40
AM2,Amsterdam,125,2021/6/11/12:00:41
AM2,Amsterdam,125,2021/6/11/13:00:42
AM2,Amsterdam,121,2021/6/12/11:00:43
AM2,Amsterdam,120,2021/6/12/12:00:44
AM2,Amsterdam,119,2021/6/12/13:00:45
AM2,Amsterdam,115,2021/6/13/11:00:46
AM2,Amsterdam,114,2021/6/13/12:00:47
AM2,Amsterdam,113,2021/6/13/13:00:48
AM2,Amsterdam,109,2021/6/14/11:00:49
AM2,Amsterdam,108,2021/6/14/12:00:50
AM2,Amsterdam,107,2021/6/14/13:00:51
AM2,Amsterdam,105,2021/6/15/11:00:52
AM2,Amsterdam,104,2021/6/15/12:00:53
AM2,Amsterdam,103,2021/6/15/13:00:54
AM2,Amsterdam,105,2021/6/16/11:00:52
AM2,Amsterdam,104,2021/6/16/12:00:53
AM2,Amsterdam,103,2021/6/16/13:00:54
ZW2,Zwolle,90,2021/6/15/12:00:53
ZW2,Zwolle,90,2021/5/16/12:00:53
ZW2,Zwolle,90,2021/6/17/12:00:53
ZW2,Zwolle,90,2021/5/18/12:00:53
ZW2,Zwolle,90,2021/6/19/12:00:53
ZW2,Zwolle,90,2021/5/20/12:00:53
ZW2,Zwolle,90,2021/6/21/12:00:53
ZW2,Zwolle,90,2021/5/22/12:00:53
ZW2,Zwolle,90,2021/6/23/12:00:53
ZW2,Zwolle,90,2021/5/24/12:00:53
ZW2,Zwolle,90,2021/6/25/12:00:53
ZW2,Zwolle,90,2021/5/26/12:00:53
ZW2,Zwolle,90,2021/6/27/12:00:53
ZW2,Zwolle,90,2021/5/28/12:00:53
ZW2,Zwolle,90,2021/6/29/12:00:53
ZW2,Zwolle,90,2021/5/30/12:00:53
